lastTicketingDate,numberOfBookableSeats,validatingAirlineCodes,Duration,Number of Stops,Base Price,Grand Total Price,Branded Fare Labels,Included Checked Bags Quantities,BAGGAGE_description,BAGGAGE_isChargeable,Flight duration 1,Airport layover 1,Flight duration 2,Airport layover 2,Flight duration 3,First flight departure,Second flight departure,Third flight departure,First flight arrival,Second flight arrival,Third flight arrival,Meal Option,Flight depature date,Departure Time,Arrival Time,Day of Week Departure,Day Type Departure,Log Grand Total Price
2024-05-25,9,SN,12.166666666666666,1,904.0,1129.73,ECONOMY LIGHT,0,CHECKED BAG FIRST,True,1.5833333333333337, BRU,8.416666666666666,No layover,0,06:50:00,10:35:00,,08:25:00,13:00:00,,CATERING ON EUROPE FLTS,2024-06-18,Morning,Afternoon,Tuesday,Weekday,7.029733945103044
2024-05-25,9,LH,11.166666666666666,1,904.0,1132.11,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,1.5, FRA,8.0,No layover,0,14:50:00,18:00:00,,16:20:00,20:00:00,,CATERING ON EUROPE FLTS,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.031838427187
2024-05-25,9,LH,11.25,1,904.0,1132.11,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,1.5, FRA,8.916666666666666,No layover,0,14:50:00,17:10:00,,16:20:00,20:05:00,,CATERING ON EUROPE FLTS,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.031838427187
2024-05-25,9,LH,12.833333333333334,1,904.0,1132.11,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,1.5, FRA,8.5,No layover,0,06:35:00,10:55:00,,08:05:00,13:25:00,,CATERING ON EUROPE FLTS,2024-06-18,Morning,Afternoon,Tuesday,Weekday,7.031838427187
2024-05-25,9,LH,13.666666666666666,1,904.0,1132.11,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,1.5, FRA,7.583333333333333,No layover,0,14:50:00,20:55:00,,16:20:00,22:30:00,,CATERING ON EUROPE FLTS,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.031838427187
2024-05-25,9,LH,14.0,1,904.0,1132.11,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,1.5, FRA,8.0,No layover,0,12:00:00,18:00:00,,13:30:00,20:00:00,,CATERING ON EUROPE FLTS,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.031838427187
2024-05-25,9,LH,14.0,1,904.0,1132.11,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,1.5, FRA,10.0,No layover,0,12:00:00,16:00:00,,13:30:00,20:00:00,,CATERING ON EUROPE FLTS,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.031838427187
2024-05-25,9,LH,14.083333333333334,1,904.0,1132.11,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,1.5, FRA,8.916666666666666,No layover,0,12:00:00,17:10:00,,13:30:00,20:05:00,,CATERING ON EUROPE FLTS,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.031838427187
2024-05-25,9,LH,14.333333333333334,1,904.0,1132.11,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,1.5, FRA,8.833333333333334,No layover,0,14:50:00,20:20:00,,16:20:00,23:10:00,,CATERING ON EUROPE FLTS,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.031838427187
2024-05-25,9,LH,16.25,1,904.0,1132.11,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,1.5, FRA,8.0,No layover,0,09:45:00,18:00:00,,11:15:00,20:00:00,,CATERING ON EUROPE FLTS,2024-06-18,Morning,Evening,Tuesday,Weekday,7.031838427187
2024-05-25,9,LH,16.333333333333332,1,904.0,1132.11,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,1.5, FRA,8.916666666666666,No layover,0,09:45:00,17:10:00,,11:15:00,20:05:00,,CATERING ON EUROPE FLTS,2024-06-18,Morning,Evening,Tuesday,Weekday,7.031838427187
2024-05-25,9,LH,16.5,1,904.0,1132.11,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,1.5, FRA,7.583333333333333,No layover,0,12:00:00,20:55:00,,13:30:00,22:30:00,,CATERING ON EUROPE FLTS,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.031838427187
2024-05-25,4,LH,16.333333333333332,1,904.0,1132.11,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,1.5, FRA,8.0,No layover,0,09:40:00,18:00:00,,11:10:00,20:00:00,,CATERING ON EUROPE FLTS,2024-06-18,Morning,Evening,Tuesday,Weekday,7.031838427187
2024-06-18,9,VS,8.833333333333334,0,1001.0,1205.46,ECONOMY LIGHT,0,1ST BAG MAX 23KG,True,8.833333333333334,No layover,0,No layover,0,14:00:00,,,16:50:00,,,MEALS AND DRINKS,2024-06-18,Afternoon,Afternoon,Tuesday,Weekday,7.094616515818124
2024-05-25,4,LX,14.583333333333334,1,988.0,1212.85,ECONOMY SAVER,1,,,1.75, ZRH,9.166666666666666,No layover,0,07:55:00,13:20:00,,09:40:00,16:30:00,,CATERING ON EUROPE AND CAI FLT,2024-06-18,Morning,Afternoon,Tuesday,Weekday,7.10072824095123
2024-05-25,4,LH,11.916666666666666,1,988.0,1213.21,ECONOMY SAVER,1,,,1.5833333333333337, MUC,8.0,No layover,0,16:05:00,20:00:00,,17:40:00,22:00:00,,CATERING ON EUROPE FLTS,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.101025018444484
2024-05-25,4,LH,10.25,1,988.0,1216.11,ECONOMY SAVER,1,,,1.5, FRA,7.583333333333333,No layover,0,18:15:00,20:55:00,,19:45:00,22:30:00,,CATERING ON EUROPE FLTS,2024-06-18,Evening,Evening,Tuesday,Weekday,7.103412518961122
2024-05-25,4,LH,12.75,1,988.0,1216.11,ECONOMY SAVER,1,,,1.5, FRA,8.0,No layover,0,13:15:00,18:00:00,,14:45:00,20:00:00,,CATERING ON EUROPE FLTS,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.103412518961122
2024-05-25,4,LH,12.75,1,988.0,1216.11,ECONOMY SAVER,1,,,1.5, FRA,10.0,No layover,0,13:15:00,16:00:00,,14:45:00,20:00:00,,CATERING ON EUROPE FLTS,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.103412518961122
2024-05-25,4,LH,12.833333333333334,1,988.0,1216.11,ECONOMY SAVER,1,,,1.5, FRA,8.916666666666666,No layover,0,13:15:00,17:10:00,,14:45:00,20:05:00,,CATERING ON EUROPE FLTS,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.103412518961122
2024-05-25,4,LH,15.25,1,988.0,1216.11,ECONOMY SAVER,1,,,1.5, FRA,7.583333333333333,No layover,0,13:15:00,20:55:00,,14:45:00,22:30:00,,CATERING ON EUROPE FLTS,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.103412518961122
2024-05-25,4,LH,15.916666666666666,1,988.0,1216.11,ECONOMY SAVER,1,,,1.5, FRA,8.833333333333334,No layover,0,13:15:00,20:20:00,,14:45:00,23:10:00,,CATERING ON EUROPE FLTS,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.103412518961122
2024-06-18,9,AF,10.5,1,1001.0,1233.21,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,1.4166666666666667, AMS,8.083333333333334,No layover,0,14:40:00,17:05:00,,16:05:00,19:10:00,,SNACK,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.1173758049638725
2024-06-18,9,AF,12.0,1,1001.0,1233.21,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,1.4166666666666667, AMS,8.0,No layover,0,09:25:00,13:25:00,,10:50:00,15:25:00,,SNACK,2024-06-18,Morning,Afternoon,Tuesday,Weekday,7.1173758049638725
2024-06-18,9,AF,13.333333333333334,1,1001.0,1233.21,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,1.4166666666666667, AMS,8.083333333333334,No layover,0,11:50:00,17:05:00,,13:15:00,19:10:00,,SNACK,2024-06-18,Morning,Evening,Tuesday,Weekday,7.1173758049638725
2024-06-18,9,AF,15.416666666666666,1,1001.0,1233.21,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,1.4166666666666667, AMS,8.0,No layover,0,06:00:00,13:25:00,,07:25:00,15:25:00,,SNACK,2024-06-18,Morning,Afternoon,Tuesday,Weekday,7.1173758049638725
2024-06-18,9,AF,15.75,1,1001.0,1233.21,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,1.4166666666666667, AMS,8.083333333333334,No layover,0,09:25:00,17:05:00,,10:50:00,19:10:00,,SNACK,2024-06-18,Morning,Evening,Tuesday,Weekday,7.1173758049638725
2024-06-18,9,AF,19.166666666666668,1,1001.0,1233.21,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,1.4166666666666667, AMS,8.083333333333334,No layover,0,06:00:00,17:05:00,,07:25:00,19:10:00,,SNACK,2024-06-18,Morning,Evening,Tuesday,Weekday,7.1173758049638725
2024-06-18,9,AF,12.416666666666666,1,1001.0,1238.16,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,2.083333333333333, CDG,8.25,No layover,0,06:20:00,10:30:00,,08:25:00,12:45:00,,SNACK,2024-06-18,Morning,Afternoon,Tuesday,Weekday,7.121381685604504
2024-06-18,9,AF,12.583333333333334,1,1001.0,1238.16,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,2.0, CDG,7.916666666666667,No layover,0,15:50:00,20:30:00,,17:50:00,22:25:00,,SNACK,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.121381685604504
2024-06-18,9,AF,12.75,1,1001.0,1238.16,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,2.0, CDG,8.333333333333334,No layover,0,12:05:00,16:30:00,,14:05:00,18:50:00,,SNACK,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.121381685604504
2024-06-18,9,AF,14.583333333333334,1,1001.0,1238.16,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,2.0, CDG,8.166666666666666,No layover,0,12:05:00,18:30:00,,14:05:00,20:40:00,,SNACK,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.121381685604504
2024-06-18,9,AF,15.083333333333334,1,1001.0,1238.16,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,2.0, CDG,8.333333333333334,No layover,0,09:45:00,16:30:00,,11:45:00,18:50:00,,SNACK,2024-06-18,Morning,Evening,Tuesday,Weekday,7.121381685604504
2024-06-18,9,AF,16.333333333333332,1,1001.0,1238.16,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,2.0, CDG,7.916666666666667,No layover,0,12:05:00,20:30:00,,14:05:00,22:25:00,,SNACK,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.121381685604504
2024-06-18,9,AF,16.916666666666668,1,1001.0,1238.16,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,2.0, CDG,8.166666666666666,No layover,0,09:45:00,18:30:00,,11:45:00,20:40:00,,SNACK,2024-06-18,Morning,Evening,Tuesday,Weekday,7.121381685604504
2024-06-18,9,AF,18.5,1,1001.0,1238.16,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,2.083333333333333, CDG,8.333333333333334,No layover,0,06:20:00,16:30:00,,08:25:00,18:50:00,,SNACK,2024-06-18,Morning,Evening,Tuesday,Weekday,7.121381685604504
2024-06-18,9,AF,18.666666666666668,1,1001.0,1238.16,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,2.0, CDG,7.916666666666667,No layover,0,09:45:00,20:30:00,,11:45:00,22:25:00,,SNACK,2024-06-18,Morning,Evening,Tuesday,Weekday,7.121381685604504
2024-06-18,9,AF,20.33333333333333,1,1001.0,1238.16,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,2.083333333333333, CDG,8.166666666666666,No layover,0,06:20:00,18:30:00,,08:25:00,20:40:00,,SNACK,2024-06-18,Morning,Evening,Tuesday,Weekday,7.121381685604504
2024-06-18,9,AF,22.08333333333333,1,1001.0,1248.73,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,2.083333333333333, CDG,7.916666666666667,No layover,0,06:20:00,20:30:00,,08:25:00,22:25:00,,SNACK,2024-06-18,Morning,Evening,Tuesday,Weekday,7.12988231381849
2024-06-18,9,AF,12.083333333333334,1,1389.0,1626.16,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,2.0, CDG,8.333333333333334,No layover,0,09:45:00,13:30:00,,11:45:00,15:50:00,,SNACK,2024-06-18,Morning,Afternoon,Tuesday,Weekday,7.393976686250706
2024-06-18,9,SK,9.0,0,1720.0,1956.03,SAS GO PRO,1,,,9.0,No layover,0,No layover,0,12:40:00,,,15:40:00,,,FOOD AND BEVERAGE,2024-06-18,Afternoon,Afternoon,Tuesday,Weekday,7.578672187900459
2024-05-19,9,FI,17.833333333333332,1,226.0,429.83,ECONOMY LIGHT,0,CHECKED BAG UP TO 23KG,True,3.333333333333333, KEF,6.166666666666667,No layover,0,07:20:00,17:00:00,,08:40:00,19:10:00,,ALCOHOLIC DRINK,2024-06-19,Morning,Evening,Wednesday,Weekday,6.063389781679444
2024-05-19,9,TP,13.666666666666666,1,267.0,434.28,DISCOUNT,0,FIRST BAG UP TO 23KG AND 158CM,True,3.8333333333333335, LIS,8.0,No layover,0,12:25:00,17:05:00,,15:15:00,20:05:00,,MEAL 1,2024-06-19,Afternoon,Evening,Wednesday,Weekday,6.0736894873636516
2024-05-21,1,AY,28.166666666666668,1,251.0,465.92,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,2.0, LGW,8.0,No layover,0,19:55:00,15:05:00,,20:55:00,18:05:00,,MEAL AND BEVERAGE,2024-06-19,Evening,Evening,Wednesday,Weekday,6.1440139455682665
2024-05-21,1,AY,32.166666666666664,1,251.0,465.92,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,2.0, LGW,8.0,No layover,0,15:55:00,15:05:00,,16:55:00,18:05:00,,MEAL AND BEVERAGE,2024-06-19,Afternoon,Evening,Wednesday,Weekday,6.1440139455682665
2024-05-21,9,AY,11.833333333333334,1,251.0,476.9,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,1.5, HEL,8.75,No layover,0,13:15:00,17:20:00,,15:45:00,19:05:00,,MEAL AND BEVERAGE,2024-06-19,Afternoon,Evening,Wednesday,Weekday,6.167306825304179
2024-05-21,9,AY,12.666666666666666,1,251.0,476.9,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,1.5, HEL,8.75,No layover,0,12:25:00,17:20:00,,14:55:00,19:05:00,,MEAL AND BEVERAGE,2024-06-19,Afternoon,Evening,Wednesday,Weekday,6.167306825304179
2024-05-21,9,AY,16.333333333333332,1,251.0,476.9,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,1.5, HEL,8.75,No layover,0,08:45:00,17:20:00,,11:15:00,19:05:00,,MEAL AND BEVERAGE,2024-06-19,Morning,Evening,Wednesday,Weekday,6.167306825304179
2024-05-21,9,AY,17.583333333333332,1,251.0,476.9,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,1.5, HEL,8.75,No layover,0,07:30:00,17:20:00,,10:00:00,19:05:00,,MEAL AND BEVERAGE,2024-06-19,Morning,Evening,Wednesday,Weekday,6.167306825304179
2024-05-21,9,AY,18.33333333333333,1,251.0,476.9,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,1.5, HEL,8.75,No layover,0,06:45:00,17:20:00,,09:15:00,19:05:00,,MEAL AND BEVERAGE,2024-06-19,Morning,Evening,Wednesday,Weekday,6.167306825304179
2024-05-21,9,AY,29.83333333333333,1,251.0,476.9,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,1.5833333333333337, HEL,8.75,No layover,0,19:15:00,17:20:00,,21:50:00,19:05:00,,MEAL AND BEVERAGE,2024-06-19,Evening,Evening,Wednesday,Weekday,6.167306825304179
2024-05-21,9,AY,32.083333333333336,1,251.0,476.9,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,1.5, HEL,8.75,No layover,0,17:00:00,17:20:00,,19:30:00,19:05:00,,MEAL AND BEVERAGE,2024-06-19,Afternoon,Evening,Wednesday,Weekday,6.167306825304179
2024-05-21,9,AY,11.5,1,251.0,477.16,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,2.0, LHR,7.916666666666667,No layover,0,13:45:00,16:20:00,,14:45:00,19:15:00,,MEAL AND BEVERAGE,2024-06-19,Afternoon,Evening,Wednesday,Weekday,6.167851864413745
2024-05-21,9,AY,13.333333333333334,1,251.0,477.16,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,2.0, LHR,8.0,No layover,0,13:45:00,18:05:00,,14:45:00,21:05:00,,MEAL AND BEVERAGE,2024-06-19,Afternoon,Evening,Wednesday,Weekday,6.167851864413745
2024-05-21,1,AY,12.0,1,251.0,477.16,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,2.0, LHR,7.833333333333333,No layover,0,15:55:00,19:05:00,,16:55:00,21:55:00,,MEAL AND BEVERAGE,2024-06-19,Afternoon,Evening,Wednesday,Weekday,6.167851864413745
2024-05-21,1,AY,24.5,1,251.0,477.16,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,2.0, LHR,7.75,No layover,0,19:55:00,11:40:00,,20:55:00,14:25:00,,MEAL AND BEVERAGE,2024-06-19,Evening,Afternoon,Wednesday,Weekday,6.167851864413745
2024-05-21,1,AY,14.166666666666666,1,251.0,477.16,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,2.0, LHR,7.833333333333333,No layover,0,13:45:00,19:05:00,,14:45:00,21:55:00,,MEAL AND BEVERAGE,2024-06-19,Afternoon,Evening,Wednesday,Weekday,6.167851864413745
2024-05-21,1,AY,21.166666666666668,1,251.0,477.16,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,2.0, LHR,7.75,No layover,0,19:55:00,08:20:00,,20:55:00,11:05:00,,MEAL AND BEVERAGE,2024-06-19,Evening,Morning,Wednesday,Weekday,6.167851864413745
2024-05-21,1,AY,25.166666666666668,1,251.0,477.16,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,2.0, LHR,7.75,No layover,0,15:55:00,08:20:00,,16:55:00,11:05:00,,MEAL AND BEVERAGE,2024-06-19,Afternoon,Morning,Wednesday,Weekday,6.167851864413745
2024-05-21,1,AY,26.25,1,251.0,477.16,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,2.0, LHR,7.833333333333333,No layover,0,19:55:00,13:20:00,,20:55:00,16:10:00,,MEAL AND BEVERAGE,2024-06-19,Evening,Afternoon,Wednesday,Weekday,6.167851864413745
2024-05-21,1,AY,22.58333333333333,1,251.0,477.16,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,2.0, LHR,7.75,No layover,0,19:55:00,09:45:00,,20:55:00,12:30:00,,MEAL AND BEVERAGE,2024-06-19,Evening,Afternoon,Wednesday,Weekday,6.167851864413745
2024-05-21,1,AY,26.58333333333333,1,251.0,477.16,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,2.0, LHR,7.75,No layover,0,15:55:00,09:45:00,,16:55:00,12:30:00,,MEAL AND BEVERAGE,2024-06-19,Afternoon,Afternoon,Wednesday,Weekday,6.167851864413745
2024-05-19,9,FI,11.166666666666666,1,278.0,481.83,ECONOMY LIGHT,0,CHECKED BAG UP TO 23KG,True,3.333333333333333, KEF,6.166666666666667,No layover,0,14:00:00,17:00:00,,15:20:00,19:10:00,,ALCOHOLIC DRINK,2024-06-19,Afternoon,Evening,Wednesday,Weekday,6.1775913547429155
2024-05-19,9,FI,11.333333333333334,1,278.0,481.83,ECONOMY LIGHT,0,CHECKED BAG UP TO 23KG,True,3.25, KEF,6.333333333333333,No layover,0,16:50:00,19:50:00,,18:05:00,22:10:00,,ALCOHOLIC DRINK,2024-06-19,Afternoon,Evening,Wednesday,Weekday,6.1775913547429155
2024-05-19,9,FI,14.166666666666666,1,278.0,481.83,ECONOMY LIGHT,0,CHECKED BAG UP TO 23KG,True,3.333333333333333, KEF,6.333333333333333,No layover,0,14:00:00,19:50:00,,15:20:00,22:10:00,,ALCOHOLIC DRINK,2024-06-19,Afternoon,Evening,Wednesday,Weekday,6.1775913547429155
2024-05-19,9,FI,20.83333333333333,1,278.0,481.83,ECONOMY LIGHT,0,CHECKED BAG UP TO 23KG,True,3.333333333333333, KEF,6.333333333333333,No layover,0,07:20:00,19:50:00,,08:40:00,22:10:00,,ALCOHOLIC DRINK,2024-06-19,Morning,Evening,Wednesday,Weekday,6.1775913547429155
2024-05-19,9,FI,26.58333333333333,1,278.0,483.17,ECONOMY LIGHT,0,CHECKED BAG UP TO 23KG,True,3.25, KEF,6.166666666666667,No layover,0,22:35:00,17:00:00,,23:50:00,19:10:00,,ALCOHOLIC DRINK,2024-06-19,Evening,Evening,Wednesday,Weekday,6.180368558600469
2024-05-21,9,IB,13.5,1,266.0,485.75,BASIC,0,FIRST CHECKED BAG,True,3.4166666666666665, MAD,8.583333333333334,No layover,0,11:25:00,16:20:00,,14:50:00,18:55:00,,MEAL,2024-06-19,Morning,Evening,Wednesday,Weekday,6.1856940882575495
2024-05-21,9,IB,11.833333333333334,1,266.0,491.9,BASIC,0,FIRST CHECKED BAG,True,1.5, HEL,8.75,No layover,0,13:15:00,17:20:00,,15:45:00,19:05:00,,MEAL,2024-06-19,Afternoon,Evening,Wednesday,Weekday,6.198275443801294
2024-05-21,9,IB,24.83333333333333,1,266.0,495.03,BASIC,0,FIRST CHECKED BAG,True,3.1666666666666665, MAD,8.25,No layover,0,19:50:00,12:25:00,,23:00:00,14:40:00,,MEAL,2024-06-19,Evening,Afternoon,Wednesday,Weekday,6.204618366792824
2024-05-21,9,IB,29.08333333333333,1,266.0,495.03,BASIC,0,FIRST CHECKED BAG,True,3.1666666666666665, MAD,8.583333333333334,No layover,0,19:50:00,16:20:00,,23:00:00,18:55:00,,MEAL,2024-06-19,Evening,Evening,Wednesday,Weekday,6.204618366792824
2024-05-21,9,IB,33.25,1,266.0,495.03,BASIC,0,FIRST CHECKED BAG,True,3.4166666666666665, MAD,8.25,No layover,0,11:25:00,12:25:00,,14:50:00,14:40:00,,MEAL,2024-06-19,Morning,Afternoon,Wednesday,Weekday,6.204618366792824
2024-05-19,9,FI,29.58333333333333,1,330.0,535.17,ECONOMY LIGHT,0,CHECKED BAG UP TO 23KG,True,3.25, KEF,6.333333333333333,No layover,0,22:35:00,19:50:00,,23:50:00,22:10:00,,ALCOHOLIC DRINK,2024-06-19,Evening,Evening,Wednesday,Weekday,6.282584453431286
2024-05-19,9,FI,32.333333333333336,1,330.0,535.17,ECONOMY LIGHT,0,CHECKED BAG UP TO 23KG,True,3.25, KEF,6.166666666666667,No layover,0,16:50:00,17:00:00,,18:05:00,19:10:00,,ALCOHOLIC DRINK,2024-06-19,Afternoon,Evening,Wednesday,Weekday,6.282584453431286
2024-05-21,4,LO,14.75,1,349.0,549.56,ECONOMY NO BAG,0,1 ST CHECKED BAG UP TO 23KG,True,1.4166666666666667, WAW,9.333333333333334,No layover,0,07:00:00,12:25:00,,08:25:00,15:45:00,,HOT DINNER,2024-06-19,Morning,Afternoon,Wednesday,Weekday,6.309117958055747
2024-05-21,9,LO,25.83333333333333,1,349.0,549.56,ECONOMY NO BAG,0,1 ST CHECKED BAG UP TO 23KG,True,1.4166666666666667, WAW,9.333333333333334,No layover,0,19:55:00,12:25:00,,21:20:00,15:45:00,,HOT DINNER,2024-06-19,Evening,Afternoon,Wednesday,Weekday,6.309117958055747
2024-05-21,1,LO,30.416666666666668,1,349.0,549.56,ECONOMY NO BAG,0,1 ST CHECKED BAG UP TO 23KG,True,1.4166666666666667, WAW,9.5,No layover,0,19:55:00,16:50:00,,21:20:00,20:20:00,,HOT DINNER,2024-06-19,Evening,Evening,Wednesday,Weekday,6.309117958055747
2024-06-19,7,JU,27.08333333333333,1,465.0,555.74,,2,,,2.1666666666666665, BEG,10.0,No layover,0,20:20:00,13:25:00,,22:30:00,17:25:00,,,2024-06-19,Evening,Afternoon,Wednesday,Weekday,6.320300558980213
2024-05-21,9,AY,13.083333333333334,1,341.0,555.92,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,2.083333333333333, LGW,8.0,No layover,0,11:00:00,15:05:00,,12:05:00,18:05:00,,MEAL AND BEVERAGE,2024-06-19,Morning,Evening,Wednesday,Weekday,6.320624399006072
2024-05-21,9,AY,11.166666666666666,1,341.0,567.16,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,2.083333333333333, LHR,7.833333333333333,No layover,0,11:00:00,13:20:00,,12:05:00,16:10:00,,MEAL AND BEVERAGE,2024-06-19,Morning,Afternoon,Wednesday,Weekday,6.340641450869357
2024-05-21,9,AY,14.25,1,341.0,567.16,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,2.083333333333333, LHR,7.916666666666667,No layover,0,11:00:00,16:20:00,,12:05:00,19:15:00,,MEAL AND BEVERAGE,2024-06-19,Morning,Evening,Wednesday,Weekday,6.340641450869357
2024-05-21,9,AY,16.083333333333332,1,341.0,567.16,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,2.083333333333333, LHR,8.0,No layover,0,11:00:00,18:05:00,,12:05:00,21:05:00,,MEAL AND BEVERAGE,2024-06-19,Morning,Evening,Wednesday,Weekday,6.340641450869357
2024-05-21,1,AY,12.5,1,341.0,567.16,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,2.083333333333333, LHR,7.833333333333333,No layover,0,11:00:00,14:40:00,,12:05:00,17:30:00,,MEAL AND BEVERAGE,2024-06-19,Morning,Afternoon,Wednesday,Weekday,6.340641450869357
2024-05-21,1,AY,16.916666666666668,1,341.0,567.16,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,2.083333333333333, LHR,7.833333333333333,No layover,0,11:00:00,19:05:00,,12:05:00,21:55:00,,MEAL AND BEVERAGE,2024-06-19,Morning,Evening,Wednesday,Weekday,6.340641450869357
2024-05-21,9,LO,19.33333333333333,1,429.0,629.56,ECONOMY NO BAG,0,1 ST CHECKED BAG UP TO 23KG,True,1.4166666666666667, WAW,9.5,No layover,0,07:00:00,16:50:00,,08:25:00,20:20:00,,HOT DINNER,2024-06-19,Morning,Evening,Wednesday,Weekday,6.4450211626834
2024-05-21,4,LO,13.75,1,349.0,664.56,ECONOMY STANDARD,1,PREPAID TO 23KG OR EXC DIM,True,1.4166666666666667, WAW,9.5,No layover,0,12:35:00,16:50:00,,14:00:00,20:20:00,,HOT DINNER,2024-06-19,Afternoon,Evening,Wednesday,Weekday,6.499125167530816
